target_id,method,k,effective_k,f1,mcc
8SYK|1|A,ens,50,50,0.8846153846153847,0.8867386293667966
8SYK|1|A,ens,100,100,0.8846153846153847,0.8867386293667966
8SYK|1|A,ens,200,200,0.8846153846153847,0.8867386293667966
8SYK|1|A,ens,500,500,0.9411764705882353,0.9425585720514318
9D9O|1|R,ens,1,1,0.7777777777777778,0.7951589995246394
9D9O|1|R,ens,50,50,1.0,1.0
9D9O|1|R,ens,100,100,1.0,1.0
9D9O|1|R,ens,200,200,1.0,1.0
9D9O|1|R,ens,500,500,1.0,1.0
9DTT|1|B,ens,1,1,0.7027027027027029,0.713380235273647
9DTT|1|B,ens,50,50,0.8108108108108109,0.8244057306588604
9DTT|1|B,ens,100,100,0.8108108108108109,0.8244057306588604
9DTT|1|B,ens,200,200,0.8108108108108109,0.8244057306588604
9DTT|1|B,ens,500,500,0.8333333333333333,0.8439988826849585
8U5Z|1|A,ens,1,1,0.9090909090909091,0.9121403400793103
8U5Z|1|A,ens,50,50,1.0,1.0
8U5Z|1|A,ens,100,100,1.0,1.0
8U5Z|1|A,ens,200,200,1.0,1.0
8U5Z|1|A,ens,500,500,1.0,1.0
8UIW|1|N,ens,1,1,0.7777777777777778,0.7778871394775034
8UIW|1|N,ens,50,50,0.7887323943661972,0.7896792519267911
8UIW|1|N,ens,100,100,0.8235294117647058,0.8285179940180496
8UIW|1|N,ens,200,200,0.8732394366197183,0.8748129184200419
8UIW|1|N,ens,500,500,0.8732394366197183,0.8748129184200419
8UO6|1|B,ens,1,1,0.9772727272727273,0.9771599495576038
8UO6|1|B,ens,50,50,0.9772727272727273,0.9771599495576038
8UO6|1|B,ens,100,100,0.9772727272727273,0.9771599495576038
8UO6|1|B,ens,200,200,0.9772727272727273,0.9771599495576038
8UO6|1|B,ens,500,500,0.9772727272727273,0.9771599495576038
9E73|1|A,ens,1,1,0.3214285714285714,0.3196402099584549
9E73|1|A,ens,50,50,0.3214285714285714,0.3196402099584549
9E73|1|A,ens,100,100,0.3214285714285714,0.3196402099584549
9E73|1|A,ens,200,200,0.4576271186440678,0.4571422094169862
9E73|1|A,ens,500,500,0.6019417475728155,0.6023534135472728
9E74|1|A,ens,1,1,0.3764705882352941,0.3749863748712272
9E74|1|A,ens,50,50,0.46540880503144655,0.4642609394802299
9E74|1|A,ens,100,100,0.4931506849315069,0.49576777153605756
9E74|1|A,ens,200,200,0.6046511627906976,0.6042068594077771
9E74|1|A,ens,500,500,0.7142857142857142,0.7150911624741675
9E7E|1|C,ens,1,1,0.7659574468085106,0.7726093011276819
9E7E|1|C,ens,50,50,0.8372093023255814,0.8379115495025131
9E7E|1|C,ens,100,100,0.8372093023255814,0.8379115495025131
9E7E|1|C,ens,200,200,0.8444444444444444,0.8484264740166225
9E7E|1|C,ens,500,500,0.8571428571428572,0.8569504269668311
9E8Z|1|J,ens,1,1,0.6666666666666666,0.7040567017729
9E8Z|1|J,ens,50,50,0.923076923076923,0.9251557149724016
9E8Z|1|J,ens,100,100,0.923076923076923,0.9251557149724016
9E8Z|1|J,ens,200,200,0.923076923076923,0.9251557149724016
9E8Z|1|J,ens,500,500,1.0,1.0
8UXA|1|AM,ens,1,1,0.2962962962962963,0.3112786104578635
8UXA|1|AM,ens,50,50,0.3636363636363637,0.36742302847528274
8UXA|1|AM,ens,100,100,0.3636363636363637,0.36742302847528274
8UXA|1|AM,ens,200,200,0.6206896551724138,0.6695204670172643
8UXA|1|AM,ens,500,500,0.6666666666666666,0.7059858714495483
8VUP|1|5,ens,1,1,0.8947368421052632,0.8991166106242289
8VUP|1|5,ens,50,50,0.9189189189189189,0.9214789254815141
8VUP|1|5,ens,100,100,0.9189189189189189,0.9214789254815141
8VUP|1|5,ens,200,200,0.9189189189189189,0.9214789254815141
8VUP|1|5,ens,500,500,0.9189189189189189,0.9214789254815141
9ENE|1|C,ens,1,1,0.8717948717948718,0.8734689063645772
9ENE|1|C,ens,50,50,0.8717948717948718,0.8734689063645772
9ENE|1|C,ens,100,100,0.8717948717948718,0.8734689063645772
9ENE|1|C,ens,200,200,0.8717948717948718,0.8734689063645772
9ENE|1|C,ens,500,500,0.8947368421052632,0.895231296039231
9ENF|1|D,ens,1,1,0.7826086956521738,0.782131102793512
9ENF|1|D,ens,50,50,0.7826086956521738,0.782131102793512
9ENF|1|D,ens,100,100,0.7826086956521738,0.782131102793512
9ENF|1|D,ens,200,200,0.8163265306122449,0.8195617780899264
9ENF|1|D,ens,500,500,0.8510638297872342,0.851965096527832
9GMX|1|T,ens,1,1,0.35714285714285715,0.35028310104529614
9GMX|1|T,ens,50,50,0.5925925925925927,0.588820261812561
9GMX|1|T,ens,100,100,0.5925925925925927,0.588820261812561
9GMX|1|T,ens,200,200,0.8,0.8040443588184822
9GMX|1|T,ens,500,500,0.8333333333333333,0.8438688482739942
9ERF|1|T,ens,1,1,0.0,-0.011624651667861032
9ERF|1|T,ens,50,50,0.8571428571428571,0.8648637326997879
9ERF|1|T,ens,100,100,0.8571428571428571,0.8648637326997879
9ERF|1|T,ens,200,200,0.8571428571428571,0.8648637326997879
9ERF|1|T,ens,500,500,0.8571428571428571,0.8648637326997879
8VSA|1|ATRN,ens,1,1,0.7500000000000001,0.7491880011432708
8VSA|1|ATRN,ens,50,50,0.9230769230769231,0.9228549461804438
8VSA|1|ATRN,ens,100,100,0.9230769230769231,0.9228549461804438
8VSA|1|ATRN,ens,200,200,0.9230769230769231,0.9228549461804438
8VSA|1|ATRN,ens,500,500,0.9230769230769231,0.9228549461804438
8VU0|1|C,ens,1,1,0.9777777777777777,0.9778463614236199
8VU0|1|C,ens,50,50,0.9777777777777777,0.9778463614236199
8VU0|1|C,ens,100,100,0.9777777777777777,0.9778463614236199
8VU0|1|C,ens,200,200,0.9777777777777777,0.9778463614236199
8VU0|1|C,ens,500,500,0.9777777777777777,0.9778463614236199
8VVJ|1|A,ens,1,1,0.972972972972973,0.9730849205921015
8VVJ|1|A,ens,50,50,0.972972972972973,0.9730849205921015
8VVJ|1|A,ens,100,100,0.972972972972973,0.9730849205921015
8VVJ|1|A,ens,200,200,0.972972972972973,0.9730849205921015
8VVJ|1|A,ens,500,500,0.972972972972973,0.9730849205921015
8VVQ|1|TA,ens,1,1,0.6976744186046512,0.6971121422279215
8VVQ|1|TA,ens,50,50,0.6976744186046512,0.6971121422279215
8VVQ|1|TA,ens,100,100,0.7027027027027027,0.7031183316231102
8VVQ|1|TA,ens,200,200,0.975609756097561,0.9757276372067598
8VVQ|1|TA,ens,500,500,0.975609756097561,0.9757276372067598
8VVQ|1|UA,ens,1,1,0.4242424242424242,0.4308732285359966
8VVQ|1|UA,ens,50,50,0.7857142857142856,0.7866630044988782
8VVQ|1|UA,ens,100,100,0.7857142857142856,0.7866630044988782
8VVQ|1|UA,ens,200,200,0.7857142857142856,0.7866630044988782
8VVQ|1|UA,ens,500,500,0.7857142857142856,0.7866630044988782
8VVU|1|TA,ens,1,1,0.6511627906976744,0.6501324873367043
8VVU|1|TA,ens,50,50,0.6666666666666666,0.6649635228376837
8VVU|1|TA,ens,100,100,0.7027027027027027,0.7031183316231102
8VVU|1|TA,ens,200,200,0.9268292682926829,0.926579108291255
8VVU|1|TA,ens,500,500,0.9743589743589743,0.9745072752577074
8VZ6|1|R,ens,1,1,0.7692307692307692,0.7689961710999053
8VZ6|1|R,ens,50,50,0.8333333333333334,0.8316151202749141
8VZ6|1|R,ens,100,100,0.8333333333333334,0.8316151202749141
8VZ6|1|R,ens,200,200,0.9166666666666666,0.915807560137457
8VZ6|1|R,ens,500,500,0.9166666666666666,0.915807560137457
8WCS|1|G,ens,1,1,0.0,-0.005409290930673943
8WCS|1|G,ens,50,50,0.0,-0.005409290930673943
8WCS|1|G,ens,100,100,0.0,-0.005409290930673943
8WCS|1|G,ens,200,200,0.6666666666666666,0.7059482672502826
8WCS|1|G,ens,500,500,0.8750000000000001,0.8815045108685684
8WND|1|T,ens,1,1,0.8780487804878049,0.8795148037698384
8WND|1|T,ens,50,50,0.9500000000000001,0.9508350081965036
8WND|1|T,ens,100,100,0.9500000000000001,0.9508350081965036
8WND|1|T,ens,200,200,0.9500000000000001,0.9508350081965036
8WND|1|T,ens,500,500,0.9500000000000001,0.9508350081965036
9G4Q|1|A,ens,1,1,0.42857142857142855,0.4417618242712387
9G4Q|1|A,ens,50,50,0.6451612903225806,0.6497808532848178
9G4Q|1|A,ens,100,100,0.6451612903225806,0.6497808532848178
9G4Q|1|A,ens,200,200,0.6451612903225806,0.6497808532848178
9G4Q|1|A,ens,500,500,0.7333333333333334,0.7458102331454324
9G4R|1|A,ens,1,1,0.3571428571428571,0.34966824107812894
9G4R|1|A,ens,50,50,0.7142857142857142,0.7124238731371091
9G4R|1|A,ens,100,100,0.7407407407407408,0.7422147093407955
9G4R|1|A,ens,200,200,0.8571428571428571,0.8575261259607012
9G4R|1|A,ens,500,500,0.888888888888889,0.8931712664052169
9G7C|5|A,ens,1,1,0.16091954022988506,0.17653137122222812
9G7C|5|A,ens,50,50,0.16666666666666666,0.18103123675747618
9G7C|5|A,ens,100,100,0.2564102564102564,0.27369111827799014
9G7C|5|A,ens,200,200,0.2666666666666667,0.29660385725791405
9G7C|5|A,ens,500,500,0.30434782608695654,0.3410640822725058
9GFT|1|A3,ens,1,1,0.5405405405405405,0.5378181857982748
9GFT|1|A3,ens,50,50,0.5945945945945946,0.5922360574230674
9GFT|1|A3,ens,100,100,0.8108108108108109,0.8099075439222377
9GFT|1|A3,ens,200,200,0.9230769230769231,0.9228686885880921
9GFT|1|A3,ens,500,500,0.9230769230769231,0.9228686885880921
8YB6|1|C,ens,1,1,0.5555555555555556,0.6188128952823749
8YB6|1|C,ens,50,50,0.7692307692307693,0.7899193647073897
8YB6|1|C,ens,100,100,0.8333333333333333,0.8446910295609535
8YB6|1|C,ens,200,200,0.8333333333333333,0.8446910295609535
8YB6|1|C,ens,500,500,1.0,1.0
8YE9|1|C,ens,1,1,0.33333333333333337,0.33387502972085525
8YE9|1|C,ens,50,50,0.3571428571428571,0.35581454267033635
8YE9|1|C,ens,100,100,0.41379310344827586,0.41392272296769617
8YE9|1|C,ens,200,200,0.5555555555555555,0.576589288632134
8YE9|1|C,ens,500,500,0.6486486486486487,0.6780887405051963
8YII|1|C,ens,1,1,0.9210526315789473,0.9204885097286277
8YII|1|C,ens,50,50,0.935064935064935,0.9346748402335885
8YII|1|C,ens,100,100,0.9487179487179489,0.9486585408249365
8YII|1|C,ens,200,200,0.9620253164556963,0.9624481407592428
8YII|1|C,ens,500,500,0.9620253164556963,0.9624481407592428
9HLX|1|B,ens,1,1,0.6666666666666666,0.7049344049891616
9HLX|1|B,ens,50,50,1.0,1.0
9HLX|1|B,ens,100,100,1.0,1.0
9HLX|1|B,ens,200,200,1.0,1.0
9HLX|1|B,ens,500,500,1.0,1.0
8Z1G|1|T,ens,1,1,0.7499999999999999,0.7732281228205328
8Z1G|1|T,ens,50,50,0.8461538461538461,0.8478169436796033
8Z1G|1|T,ens,100,100,0.8461538461538461,0.8478169436796033
8Z1G|1|T,ens,200,200,0.8461538461538461,0.8478169436796033
8Z1G|1|T,ens,500,500,0.8461538461538461,0.8478169436796033
9HN7|1|C,ens,1,1,0.6206896551724138,0.6694851844122508
9HN7|1|C,ens,50,50,0.6428571428571429,0.6870019550667635
9HN7|1|C,ens,100,100,0.6666666666666666,0.7059554532350306
9HN7|1|C,ens,200,200,0.6666666666666666,0.7059554532350306
9HN7|1|C,ens,500,500,0.6666666666666666,0.7059554532350306
8Z70|1|s,ens,1,1,0.29629629629629634,0.33550015493906493
8Z70|1|s,ens,50,50,0.5384615384615384,0.6056946315048842
8Z70|1|s,ens,100,100,0.5384615384615384,0.6056946315048842
8Z70|1|s,ens,200,200,0.5384615384615384,0.6056946315048842
8Z70|1|s,ens,500,500,0.5384615384615384,0.6056946315048842
8ZCY|1|B,ens,1,1,0.7567567567567568,0.7785898363990426
8ZCY|1|B,ens,50,50,0.8235294117647058,0.8355167875215399
8ZCY|1|B,ens,100,100,0.8235294117647058,0.8355167875215399
8ZCY|1|B,ens,200,200,0.8235294117647058,0.8355167875215399
8ZCY|1|B,ens,500,500,0.9032258064516129,0.9068654165116732
8ZGR|1|Ta,ens,1,1,0.35294117647058826,0.35957914526830886
8ZGR|1|Ta,ens,50,50,0.6060606060606061,0.6181491503195448
8ZGR|1|Ta,ens,100,100,0.6451612903225806,0.6519462908438329
8ZGR|1|Ta,ens,200,200,0.6451612903225806,0.6519462908438329
8ZGR|1|Ta,ens,500,500,0.6451612903225806,0.6519462908438329
8ZH3|1|Ta,ens,1,1,0.31249999999999994,0.3255622144456096
8ZH3|1|Ta,ens,50,50,0.4827586206896552,0.4951132240319322
8ZH3|1|Ta,ens,100,100,0.6451612903225806,0.6726949805033487
8ZH3|1|Ta,ens,200,200,0.6451612903225806,0.6726949805033487
8ZH3|1|Ta,ens,500,500,0.6451612903225806,0.6726949805033487
8ZHC|1|Ta,ens,1,1,0.5,0.49719796533269944
8ZHC|1|Ta,ens,50,50,0.7567567567567567,0.7554896722974451
8ZHC|1|Ta,ens,100,100,0.9743589743589743,0.974511776539606
8ZHC|1|Ta,ens,200,200,0.9743589743589743,0.974511776539606
8ZHC|1|Ta,ens,500,500,0.9743589743589743,0.974511776539606
9ASM|1|E,ens,1,1,0.8695652173913043,0.8693864155485365
9ASM|1|E,ens,50,50,0.8857142857142858,0.8862854192386604
9ASM|1|E,ens,100,100,0.8888888888888888,0.8911420342121416
9ASM|1|E,ens,200,200,0.8923076923076922,0.8916253353391359
9ASM|1|E,ens,500,500,0.9090909090909091,0.9084140137840498
9ASN|1|E,ens,1,1,0.8169014084507041,0.8222512938995035
9ASN|1|E,ens,50,50,0.8656716417910448,0.8671566721183684
9ASN|1|E,ens,100,100,0.8656716417910448,0.8671566721183684
9ASN|1|E,ens,200,200,0.8656716417910448,0.8671566721183684
9ASN|1|E,ens,500,500,0.8888888888888888,0.8882456766576705
9ASP|1|E,ens,1,1,0.787878787878788,0.7922817066148254
9ASP|1|E,ens,50,50,0.8709677419354839,0.8719296418935997
9ASP|1|E,ens,100,100,0.896551724137931,0.8958896186424554
9ASP|1|E,ens,200,200,0.896551724137931,0.8958896186424554
9ASP|1|E,ens,500,500,0.896551724137931,0.8958896186424554
8Q87|1|V,ens,1,1,0.45714285714285713,0.4539793155985607
8Q87|1|V,ens,50,50,0.5,0.4981731658940379
8Q87|1|V,ens,100,100,0.7428571428571428,0.7415762413245094
8Q87|1|V,ens,200,200,0.7428571428571428,0.7415762413245094
8Q87|1|V,ens,500,500,0.7647058823529412,0.7632939515375511
9AXV|1|Sn,ens,1,1,0.9500000000000001,0.9496370235934665
9AXV|1|Sn,ens,50,50,0.9500000000000001,0.9496370235934665
9AXV|1|Sn,ens,100,100,0.9743589743589743,0.9745025898029497
9AXV|1|Sn,ens,200,200,0.9743589743589743,0.9745025898029497
9AXV|1|Sn,ens,500,500,0.9743589743589743,0.9745025898029497
8QBT|1|7,ens,1,1,0.3846153846153846,0.48657601041267307
8QBT|1|7,ens,50,50,0.4166666666666667,0.5117254316515308
8QBT|1|7,ens,100,100,0.45454545454545453,0.5411811901142201
8QBT|1|7,ens,200,200,0.45454545454545453,0.5411811901142201
8QBT|1|7,ens,500,500,0.5263157894736842,0.5966682960287187
9HL9|1|S4,ens,1,1,0.9268292682926829,0.9288004777321274
9HL9|1|S4,ens,50,50,0.9500000000000001,0.9508350081965036
9HL9|1|S4,ens,100,100,0.9500000000000001,0.9508350081965036
9HL9|1|S4,ens,200,200,0.9500000000000001,0.9508350081965036
9HL9|1|S4,ens,500,500,0.9500000000000001,0.9508350081965036
8R55|1|7,ens,1,1,0.9302325581395349,0.9319683206276422
8R55|1|7,ens,50,50,0.975609756097561,0.9757129576035196
8R55|1|7,ens,100,100,0.975609756097561,0.9757129576035196
8R55|1|7,ens,200,200,0.975609756097561,0.9757129576035196
8R55|1|7,ens,500,500,0.975609756097561,0.9757129576035196
9B83|1|C,ens,1,1,0.888888888888889,0.8923300551928465
9B83|1|C,ens,50,50,0.9411764705882353,0.9417044026068632
9B83|1|C,ens,100,100,0.9411764705882353,0.9417044026068632
9B83|1|C,ens,200,200,0.9411764705882353,0.9417044026068632
9B83|1|C,ens,500,500,0.9411764705882353,0.9417044026068632
9B89|1|C,ens,1,1,0.7500000000000001,0.7475985879611271
9B89|1|C,ens,50,50,0.8695652173913043,0.8678527627943268
9B89|1|C,ens,100,100,0.9090909090909091,0.9073785803237858
9B89|1|C,ens,200,200,0.9090909090909091,0.9073785803237858
9B89|1|C,ens,500,500,0.9090909090909091,0.9073785803237858
9CAI|1|DA,ens,1,1,0.9523809523809523,0.9520274705852648
9CAI|1|DA,ens,50,50,0.9523809523809523,0.9520274705852648
9CAI|1|DA,ens,100,100,0.9523809523809523,0.9520274705852648
9CAI|1|DA,ens,200,200,0.9523809523809523,0.9520274705852648
9CAI|1|DA,ens,500,500,0.9523809523809523,0.9520274705852648
8RJB|1|q,ens,1,1,0.5,0.49646643109540634
8RJB|1|q,ens,50,50,0.9500000000000001,0.9496466431095406
8RJB|1|q,ens,100,100,0.9500000000000001,0.9496466431095406
8RJB|1|q,ens,200,200,0.9500000000000001,0.9496466431095406
8RJB|1|q,ens,500,500,0.9500000000000001,0.9496466431095406
9BUP|1|S9,ens,1,1,0.7222222222222222,0.7504832341052209
9BUP|1|S9,ens,50,50,0.7647058823529412,0.7856856743963255
9BUP|1|S9,ens,100,100,0.787878787878788,0.8052305217524921
9BUP|1|S9,ens,200,200,0.787878787878788,0.8052305217524921
9BUP|1|S9,ens,500,500,0.787878787878788,0.8052305217524921
9BZC|1|A,ens,1,1,0.84,0.8416398466457575
9BZC|1|A,ens,50,50,0.8571428571428572,0.8607421628942011
9BZC|1|A,ens,100,100,0.8571428571428572,0.8607421628942011
9BZC|1|A,ens,200,200,0.8627450980392156,0.863300055067198
9BZC|1|A,ens,500,500,0.8627450980392156,0.863300055067198
9C0J|1|R,ens,1,1,0.6923076923076923,0.6910906540146932
9C0J|1|R,ens,50,50,0.826923076923077,0.8263201237028761
9C0J|1|R,ens,100,100,0.826923076923077,0.8263201237028761
9C0J|1|R,ens,200,200,0.8380952380952382,0.8374182809190659
9C0J|1|R,ens,500,500,0.8380952380952382,0.8374182809190659
9C2K|1|R,ens,1,1,0.8627450980392156,0.8615314946482846
9C2K|1|R,ens,50,50,0.9411764705882353,0.9407684598643983
9C2K|1|R,ens,100,100,0.9411764705882353,0.9407684598643983
9C2K|1|R,ens,200,200,0.9411764705882353,0.9407684598643983
9C2K|1|R,ens,500,500,0.96,0.9596048992493086
9C3I|1|A,ens,1,1,0.7906976744186046,0.7891402048417554
9C3I|1|A,ens,50,50,0.975609756097561,0.9757076446566205
9C3I|1|A,ens,100,100,0.975609756097561,0.9757076446566205
9C3I|1|A,ens,200,200,0.975609756097561,0.9757076446566205
9C3I|1|A,ens,500,500,0.975609756097561,0.9757076446566205
9FXO|1|S3,ens,1,1,0.975609756097561,0.9757229425227255
9FXO|1|S3,ens,50,50,0.975609756097561,0.9757229425227255
9FXO|1|S3,ens,100,100,0.975609756097561,0.9757229425227255
9FXO|1|S3,ens,200,200,0.975609756097561,0.9757229425227255
9FXO|1|S3,ens,500,500,0.975609756097561,0.9757229425227255
9C6K|1|X,ens,1,1,0.5957446808510638,0.5928534319836123
9C6K|1|X,ens,50,50,0.9565217391304348,0.9562029632298928
9C6K|1|X,ens,100,100,0.9565217391304348,0.9562029632298928
9C6K|1|X,ens,200,200,0.9565217391304348,0.9562029632298928
9C6K|1|X,ens,500,500,0.9565217391304348,0.9562029632298928
4XCO|1|M,ens,1,1,0.7272727272727274,0.7267179758778982
4XCO|1|M,ens,50,50,0.8363636363636363,0.8366344112095839
4XCO|1|M,ens,100,100,0.9285714285714286,0.9305385930871034
4XCO|1|M,ens,200,200,0.9285714285714286,0.9305385930871034
4XCO|1|M,ens,500,500,0.9285714285714286,0.9305385930871034
9LKF|1|A,ens,1,1,0.8500000000000001,0.8498663129628865
9LKF|1|A,ens,50,50,0.8500000000000001,0.8498663129628865
9LKF|1|A,ens,100,100,0.8500000000000001,0.8498663129628865
9LKF|1|A,ens,200,200,0.8500000000000001,0.8498663129628865
9LKF|1|A,ens,500,500,0.8571428571428571,0.8559253246753247
9UW0|1|X,ens,1,1,0.6111111111111112,0.6113944688000711
9UW0|1|X,ens,50,50,0.888888888888889,0.8935031957212397
9UW0|1|X,ens,100,100,0.888888888888889,0.8935031957212397
9UW0|1|X,ens,200,200,0.888888888888889,0.8935031957212397
9UW0|1|X,ens,500,500,0.888888888888889,0.8935031957212397
9LPA|1|O,ens,1,1,0.4,0.40339702460528176
9LPA|1|O,ens,50,50,0.7407407407407407,0.7651429075623853
9LPA|1|O,ens,100,100,0.7407407407407407,0.7651429075623853
9LPA|1|O,ens,200,200,0.8,0.8151115136354148
9LPA|1|O,ens,500,500,0.8,0.8151115136354148
1MFQ|1|A,ens,1,1,0.5675675675675675,0.5664001902143153
1MFQ|1|A,ens,50,50,0.6756756756756757,0.6751695815810765
1MFQ|1|A,ens,100,100,0.6756756756756757,0.6751695815810765
1MFQ|1|A,ens,200,200,0.7777777777777778,0.7770767331311116
1MFQ|1|A,ens,500,500,0.8169014084507044,0.8161672319949802
9NDP|1|2,ens,1,1,0.0,-0.005820512708396988
9NDP|1|2,ens,50,50,0.8648648648648648,0.8668792070079534
9NDP|1|2,ens,100,100,0.8648648648648648,0.8668792070079534
9NDP|1|2,ens,200,200,0.8648648648648648,0.8668792070079534
9NDP|1|2,ens,500,500,0.8648648648648648,0.8668792070079534
9MTS|1|1x,ens,1,1,0.5500000000000002,0.5471552347181516
9MTS|1|1x,ens,50,50,0.611111111111111,0.6171828171828172
9MTS|1|1x,ens,100,100,0.7222222222222222,0.7306693306693307
9MTS|1|1x,ens,200,200,0.9500000000000001,0.9508147303171257
9MTS|1|1x,ens,500,500,0.9500000000000001,0.9508147303171257
9NLV|1|L,ens,1,1,0.10666666666666666,0.10362246553819711
9NLV|1|L,ens,50,50,0.1111111111111111,0.1081190587501948
9NLV|1|L,ens,100,100,0.5060240963855422,0.5086614972914317
9NLV|1|L,ens,200,200,0.8470588235294119,0.8566217610560255
9NLV|1|L,ens,500,500,0.8674698795180723,0.8747397588928666
9SFQ|1|T,ens,1,1,0.6521739130434783,0.6523295706918135
9SFQ|1|T,ens,50,50,0.9130434782608696,0.9159729826946925
9SFQ|1|T,ens,100,100,0.9361702127659575,0.9376668736428948
9SFQ|1|T,ens,200,200,0.9361702127659575,0.9376668736428948
9SFQ|1|T,ens,500,500,0.9361702127659575,0.9376668736428948
1H4S|1|T,ens,1,1,0.9500000000000001,0.9495435874030124
1H4S|1|T,ens,50,50,0.9743589743589743,0.9744570826051889
1H4S|1|T,ens,100,100,0.9743589743589743,0.9744570826051889
1H4S|1|T,ens,200,200,0.9743589743589743,0.9744570826051889
1H4S|1|T,ens,500,500,0.9743589743589743,0.9744570826051889
9P4J|1|I,ens,1,1,0.823529411764706,0.8235298558051889
9P4J|1|I,ens,50,50,0.8823529411764706,0.8829409996757075
9P4J|1|I,ens,100,100,0.9090909090909091,0.9087887123006249
9P4J|1|I,ens,200,200,0.9090909090909091,0.9087887123006249
9P4J|1|I,ens,500,500,0.9375,0.937015503875969
1I6U|1|C,ens,1,1,0.8666666666666667,0.8635944700460829
1I6U|1|C,ens,50,50,1.0,1.0
1I6U|1|C,ens,100,100,1.0,1.0
1I6U|1|C,ens,200,200,1.0,1.0
1I6U|1|C,ens,500,500,1.0,1.0
9P6Z|1|Zt,ens,1,1,0.7272727272727272,0.7258600885990274
9P6Z|1|Zt,ens,50,50,0.7368421052631577,0.7392112244728283
9P6Z|1|Zt,ens,100,100,1.0,1.0
9P6Z|1|Zt,ens,200,200,1.0,1.0
9P6Z|1|Zt,ens,500,500,1.0,1.0
9P8H|1|AP,ens,1,1,0.55,0.5463488843813388
9P8H|1|AP,ens,50,50,0.55,0.5463488843813388
9P8H|1|AP,ens,100,100,0.9268292682926829,0.9265012143127137
9P8H|1|AP,ens,200,200,0.9268292682926829,0.9265012143127137
9P8H|1|AP,ens,500,500,0.9743589743589743,0.9744817908745897
9QEG|1|8,ens,1,1,0.7692307692307692,0.7676631936440267
9QEG|1|8,ens,50,50,0.9743589743589743,0.9744817908745897
9QEG|1|8,ens,100,100,0.9743589743589743,0.9744817908745897
9QEG|1|8,ens,200,200,0.9743589743589743,0.9744817908745897
9QEG|1|8,ens,500,500,0.9743589743589743,0.9744817908745897
1J2B|1|C,ens,1,1,0.5294117647058824,0.598352211100879
1J2B|1|C,ens,50,50,0.5625,0.624040304459878
1J2B|1|C,ens,100,100,0.5625,0.624040304459878
1J2B|1|C,ens,200,200,0.6206896551724138,0.6695543675310293
1J2B|1|C,ens,500,500,0.6428571428571429,0.6870664712832408
9R9O|1|6,ens,1,1,0.6666666666666666,0.6741541428854259
9R9O|1|6,ens,50,50,0.7500000000000001,0.7500770954212959
9R9O|1|6,ens,100,100,0.7500000000000001,0.7500770954212959
9R9O|1|6,ens,200,200,0.7878787878787877,0.7899628840589675
9R9O|1|6,ens,500,500,0.8749999999999999,0.8760290601849249
9TKV|1|R,ens,1,1,0.8421052631578948,0.8498017903127886
9TKV|1|R,ens,50,50,0.9523809523809523,0.9523402079392397
9TKV|1|R,ens,100,100,1.0,1.0
9TKV|1|R,ens,200,200,1.0,1.0
9TKV|1|R,ens,500,500,1.0,1.0
9V1J|1|sH,ens,1,1,0.9545454545454545,0.9551860609858368
9V1J|1|sH,ens,50,50,0.9767441860465117,0.9768310249258441
9V1J|1|sH,ens,100,100,1.0,1.0
9V1J|1|sH,ens,200,200,1.0,1.0
9V1J|1|sH,ens,500,500,1.0,1.0
9W4R|1|C,ens,1,1,0.56,0.5976211013902866
9W4R|1|C,ens,50,50,0.6399999999999999,0.6840476397935937
9W4R|1|C,ens,100,100,0.6399999999999999,0.6840476397935937
9W4R|1|C,ens,200,200,0.7000000000000001,0.7127619263000322
9W4R|1|C,ens,500,500,0.7000000000000001,0.7127619263000322
9YCK|1|C,ens,1,1,0.6956521739130435,0.7064543249400449
9YCK|1|C,ens,50,50,0.888888888888889,0.8864271199126396
9YCK|1|C,ens,100,100,0.923076923076923,0.9239052681471382
9YCK|1|C,ens,200,200,0.923076923076923,0.9239052681471382
9YCK|1|C,ens,500,500,0.923076923076923,0.9239052681471382
9YFL|1|I,ens,1,1,0.9722222222222222,0.9724035681277001
9YFL|1|I,ens,50,50,0.9859154929577464,0.9859149858716751
9YFL|1|I,ens,100,100,0.9859154929577464,0.9859149858716751
9YFL|1|I,ens,200,200,0.9859154929577464,0.9859149858716751
9YFL|1|I,ens,500,500,0.9859154929577464,0.9859149858716751
1KH6|1|A,ens,1,1,0.7586206896551724,0.7596933693607091
1KH6|1|A,ens,50,50,0.7857142857142857,0.7913961237635522
1KH6|1|A,ens,100,100,0.7857142857142857,0.7913961237635522
1KH6|1|A,ens,200,200,0.7857142857142857,0.7913961237635522
1KH6|1|A,ens,500,500,0.8148148148148148,0.8272983503124629
9IWF|1|B,ens,1,1,0.8648648648648648,0.8719345004903233
9IWF|1|B,ens,50,50,0.8717948717948718,0.87335780555379
9IWF|1|B,ens,100,100,0.8717948717948718,0.87335780555379
9IWF|1|B,ens,200,200,0.9,0.9002877979783044
9IWF|1|B,ens,500,500,0.9,0.9002877979783044
9IZM|1|B,ens,1,1,0.8000000000000002,0.7982110912343471
9IZM|1|B,ens,50,50,0.8000000000000002,0.7982110912343471
9IZM|1|B,ens,100,100,0.8695652173913044,0.8758804962618696
9IZM|1|B,ens,200,200,0.8695652173913044,0.8758804962618696
9IZM|1|B,ens,500,500,0.9523809523809523,0.9530360794549623
